napkin	'næpkɪn	салфетка
discharge	dɪs'ʧɑ:ʤ	разгружать,  выпускать (заряд, стрелу)
descend	dɪ'send	спускаться,  сходить
noble	'nǝʊbl	человек благородного происхождения,  дворянин
irresponsible	,ɪrɪ'spɒn(t)sǝbl	безответственный,  ненадёжный
write	raɪt	писать
entitle	ɪn'taɪtl	давать название
hoarfrost	'hɔ:frɒst	иней,  изморозь
myself	maɪ'self	себя,  меня самого
whoever	hʊ'evǝ	кто бы ни,  который бы ни
mar	mɑ:	портить,  ухудшать
slippery	'slɪp(ǝ)rɪ	скользкий,  увёртливый,  ненадёжный
arm	ɑ:m	рука (от кисти до плеча)
bureau	bjʊǝ'rǝʊ	бюро,  комитет,  письменный стол
scrap	skræp	клочок,  обрывок,  драка
administration	ǝd,mɪnɪs'treɪʃ(ǝ)n	управление,  ведение (дел),  администрирование
mummy	'mʌmɪ	мумия
postpone	,pǝʊst'pǝʊn	откладывать,  отсрочивать
arduous	ɑ:djʊǝs	трудный,  тяжёлый
deserve	dɪ'zɜ:v	заслуживать,  быть достойным чего-л.
comprise	kǝm'praɪz	включать,  заключать в себе,  содержать
bound	baʊnd	граница, ограничивать,  прыжок
dash	dæʃ	бросаться,  мчаться
nude	nju:d	обнажённый,  неукрашенный
nourish	'nʌrɪʃ	кормить,  вскармливать грудью
heat	hi:t	жара,  тепло
alike	ǝ'laɪk	одинаковый,   похожий
cork	kɔ:k	пробка,  поплавок
door	dɔ:	дверь
grass	grɑ:s	трава
fragile	'fræʤaɪl	ломкий,  хрупкий
fierce	fɪǝs	жестокий
barometer	bǝ'rɒmɪtǝ	барометр
gross	grǝʊs	большой,  буйный (о растительности)
yellow	'jelǝʊ	жёлтый
nought	nɔ:t	ничто
pour	pɔ:	литься (о воде),  течение
began	bɪ'gæn	прош.вр. begin - начинать
decay	dɪ'keɪ	гнить,  разрушаться
thirst	θɜ:st	жажда
how	haʊ	как,  каким образом
distribute	dɪ'strɪbju:t	распределять,  раздавать
motto	'mɒtǝʊ	девиз,  лозунг
surname	'sɜ:neɪm	фамилия
fellow	'felǝʊ	парень,  член какого-л. общества
spare	speǝ	запасной,  экономить
piece	pi:s	кусок,  чинить,  латать
alone	ǝ'lǝʊn	единственный, один, одинокий
eternal	ɪ'tɜ:n(ǝ)l	вечный
thousand	'θaʊz(ǝ)nd	тысяча
hoist	hɒɪst	поднимать (что-л.)
punch	pʌnʧ	удар кулаком,  компостер,  пунш,  ломовая лошадь
rice	raɪs	рис
parrot	'pærǝt	попугай
enclose	ɪn'klǝʊz	окружать,  огораживать
mount	maʊnt	подниматься,  взбираться (на что-л.),  верховая лошадь
post	pǝʊst	мачта,  столб,  вывешивать (объявления),  почта
scope	skǝʊp	масштаб,  границы (возможностей)
regain	rɪ'geɪn	восстановление,  возвращение (утраченного)
grandchild	'græn(d)ʧaɪld	внук,  внучка
ivory	'aɪv(ǝ)rɪ	слоновая кость (бивни слонов и мамонтов)
colonel	'kɜ:n(ǝ)l	полковник
arab	ærǝb	араб,  лошадь арабской породы
anything	enɪθɪŋ	что-нибудь
brevity	brevɪtɪ	сжатость,  краткость
pillow	'pɪlǝʊ	подушка,  подшипник,  класть голову на что-л.
competitor	kǝm'petɪtǝ	конкурент,  противник
measure	'meʒǝ	мера,  единица измерения
deep	di:p	глубокий
answer	ɑ:n(t)sǝ	отвечать,  ручаться
hear	hɪǝ	слышать
though	ðǝʊ	хотя,  несмотря на
angel	eɪnʤ(ǝ)l	ангел,  золотая монета (ист)
native	'neɪtɪv	родной,  врождённый
inspire	ɪn'spaɪǝ	побуждать,  внушать
greed	gri:d	жадность
navy	'neɪvɪ	военно-морской флот
divorce	dɪ'vɔ:s	развод,  расторжение брака
ahead	ǝ'hed	будущий,  впереди
beard	bɪǝd	борода,  выступать против
internal	ɪn'tɜ:n(ǝ)l	внутренний
vibrate	vaɪ'breɪt	вибрировать,  колебаться (with - от)
pet	pet	любимое домашнее животное,  дурное настроение
adopt	ǝ'dɒpt	усыновлять,  удочерять,  принимать
lightning	'laɪtnɪŋ	молния
threaten	'θret(ǝ)n	грозить,  угрожать (чем-л.)
anthem	ænθǝm	гимн,  псалом,  воспевать
addition	ǝ'dɪʃ(ǝ)n	добавление,  дополнение
paw	pɔ:	лапа (четвероногих животных имеющих когти)
ounce	aʊn(t)s	унция (единица веса = 28,3 г)
airport	eǝpɔ:t	аэропорт
sound	saʊnd	звук,  здоровый,  зонд,  пролив
honest	'ɒnɪst	честный
rescue	'reskju:	спасать
centre	sentǝ	центр,  середина чего-л.
commonwealth	'kɒmǝnwelθ	государство,  держава
drain	dreɪn	вытекание,  дренаж,  осушка
beetle	bi:tl	жук,  быстро двигаться,  кувалда,  нависать
oversea	,ǝʊvǝ'si:(z)	заморский,  заграничный
base	beɪs	основа,  низкий,   низменный
preserve	prɪ'zɜ:v	сохранять,  консервировать
sea	si:	море
beautiful	bju:tǝfǝl	красивый
size	saɪz	размер,  величина
aisle	aɪl	проход (между рядами)
deceive	dɪ'si:v	обманывать
mineral	'mɪn(ǝ)r(ǝ)l	минерал,  полезные ископаемые
blue	blu:	голубой,  синий,  испуганный,  бездумно тратить деньги
aboard	ǝ'bɔ:d	на борту
unwell	ʌn'wel	нездоровый
veil	veɪl	вуаль,  завеса
craft	krɑ:ft	ремесло,  ловкость
arose	ǝ'rǝʊz	прош. вр arise  возникать, появляться
cash	kæʃ	наличные деньги
doze	dǝʊz	дремота,  гниение,  выравнивать грунт
point	pɒɪnt	точка,  пункт
enjoy	ɪn'ʤɒɪ	любить (что-л.),  наслаждаться
drift	drɪft	течение,  перемещение
pass	pɑ:s	проход,  дорога,  идти,  передавать
recognize	'rekǝgnaɪz	узнавать,  признавать
attain	ǝ'teɪn	достигать,  добираться
assume	ǝ'sju:m	принимать, брать на себя (ответственность, управление)
agrarian	ǝ'greǝrɪǝn	аграрный,  сельскохозяйственный
gratitude	'grætɪtju:d	благодарность,  признательность
margin	'mɑ:ʤɪn	поле (страницы),  край
camel	kæm(ǝ)l	верблюд
month	mʌnθ	месяц
count	kaʊnt	вычисление,  подсчёт
mate	meɪt	мат (в шахматах),  товарищ
region	'ri:ʤ(ǝ)n	территория,  область
copper	'kɒpǝ	медь (металл)
annihilation	ǝ,naɪǝ'leɪʃ(ǝ)n	полное уничтожение,  истребление
bomb	bɒm	бомба,  баллон (для сжатого воздуха)
operate	'ɒp(ǝ)reɪt	действовать,  приводить в движение
bleed	bli:d	истекать кровью,  bleed for  сочувствовать
stay	steɪ	оставаться,  подпорка
install	ɪn'stɔ:l	вставлять,  устанавливать
chill	ʧɪl	охлаждать,  замораживать,  простуда
fasten	'fɑ:s(ǝ)n	прикреплять,  застёгивать
principal	'prɪn(t)sǝp(ǝ)l	главный,  основной
cage	keɪʤ	клетка,  будка
lobby	'lɒbɪ	вестибюль,  приёмная,  загон для скота
book-keeper	'bʊk,ki:pǝ	бухгалтер,  счетовод
cave	keɪv	пещера
spark	spɑ:k	искра,  щёголь
pause	pɔ:z	пауза,  перерыв
luxury	'lʌkʃ(ǝ)rɪ	богатство,  роскошь
noon	nu:n	полдень
convene	kǝn'vi:n	созывать,  собирать (заседание)
sleep	sli:p	сон,  дремота
glass	glɑ:s	стекло,  стакан,  очки
lime	laɪm	известь,  накипь
laundry	'lɔ:ndrɪ	прачечная,  бельё для стирки
bite	baɪt	кусать,  клевать (о рыбе)
overcome	,ǝʊvǝ'kʌm	победить
term	tɜ:m	срок,  период,  называть,  давать имя
hundred	'hʌndrɪd	сто
garment	'gɑ:mǝnt	предмет одежды
job	ʤɒb	работа,  труд
flute	flu:t	флейта,  бороздка
aviation	,eɪvɪ'eɪʃ(ǝ)n	авиация
food	fu:d	пища,  еда
way	weɪ	путь,  дорога,  значительно,  очень
learn	lɜ:n	учиться
brief	bri:f	короткий
embassy	'embǝsɪ	посольство
leisure	'leʒǝ	досуг,  свободное время
distinct	dɪ'stɪŋkt	отчётливый,  определённый
empire	'empaɪǝ	империя
action	ækʃ(ǝ)n	действие,  поступок,  акция
calm	kɑ:m	спокойный,  тихий
rob	rɒb	грабить
assembly	ǝ'semblɪ	сбор,  собрание,  ассамблея
archaeology	,ɑ:kɪ'ɒlǝʤɪ	археология
cargo	'kɑ:gǝʊ	груз
daughter	'dɔ:tǝ	дочь
compose	kǝm'pǝʊz	сочинять (произведение),  улаживать (ссору)
see	si:	видеть,  смотреть
practise	'præktɪs	применять на практике,  делать по привычке
suitcase	'su:tkeɪs, 'sju:tkeɪs	чемодан (обычно небольшой и плоский)
feature	'fi:ʧǝ	особенность,  деталь
danger	'deɪnʤǝ	опасность
violin	,vaɪǝ'lɪn	скрипка (инструмент)
midnight	'mɪdnaɪt	полночь
inevitable	ɪ'nevɪtǝbl	неизбежный
knife	naɪf	нож
gossip	'gɒsɪp	болтовня,  сплетня
wrestling	'reslɪŋ	борьба
aerial	eǝrɪǝl	воздушный,  авиационный
mother	'mʌðǝ	мать
attempt	ǝ'tempt	пытаться,  прилагать усилия
anywhere	enɪweǝ	где-нибудь,  куда-нибудь
armistice	ɑ:mɪstɪs	прекращение военных действий,  перемирие
avert	ǝ'vɜ:t	отворачиваться,  предотвращать (удар)
atomic	ǝ'tɒmɪk	атомный,  маленький
uniform	'ju:nɪfɔ:m	форменная одежда,  единообразный
accuracy	ækjǝrǝsɪ	правильность,  соответствие,  точность
belly	belɪ	живот,  внутренности,  раздуваться
assistant	ǝ'sɪst(ǝ)nt	помощник,  ассистент
palm	pɑ:m	ладонь,  дотрагиваться,  пальма
lamp	læmp	лампа,  освещать
fence	fen(t)s	забор,  фехтование
necessity	nǝ'sesǝtɪ	необходимость,  неизбежность
van	væn	авангард,  фургон
fortnight	'fɔ:tnaɪt	две недели
death	deθ	смерть
stepchild	'stepʧaɪld	пасынок,  падчерица
chief	ʧi:f	руководитель
event	ɪ'vent	событие,  случай
vary	'veǝrɪ	изменять
hate	heɪt	ненавидеть
arable	ærǝbl	пахотный,  пашня
commit	kǝ'mɪt	совершать (что-л.)
lesson	'les(ǝ)n	урок,  занятие
furnish	'fɜ:nɪʃ	снабжать,  предоставлять
weapon	'wepǝn	орудие,  оружие
bystander	baɪ,stændǝ	свидетель,  наблюдатель
carpenter	'kɑ:p(ǝ)ntǝ	плотник
male	meɪl	мужчина,  мужской
